nom,date,enddate,distance,dplus,dminus,description,region,departement,lat,lng,raceDistances,raceName
Marathon de Tours (Running Loire Valley),2024-09-24,2024-09-24,42195,119,,Allez viens faire un petit Tours au Marathon !,Centre-Val de Loire,Indre-et-Loire,47.3891252,0.694282,"[20000, 10000, 10000]",Marathon Duo
Les foulées de la rose,2024-09-24,2024-09-24,10000,0,,,Occitanie,Gard,43.7541102,4.5138361,[5000],Course sur route 10 km
Course des Deux Châteaux,2024-09-24,2024-09-24,17000,0,,Au Compiègne fin,Hauts-de-France,Oise,49.4192921,2.8311798,"[10000, 10000]",Marche 17 km
Les Foulées Fleurinoises,2024-09-24,2024-09-24,15000,405,,,Auvergne-Rhône-Alpes,Rhône,45.8275853,4.6659105,[11000],Trail la Fleurinoise
10 km Coeur de Ville,2024-09-24,2024-09-24,10000,0,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.8055662,4.4205176,[5000],Course sur route 10 km
Foulées de l'Odon,2024-09-24,2024-09-24,10000,0,,,Normandie,Calvados,49.1682739,-0.415144,[],Trail 10 km
La Foulée de la Truffe,2024-09-24,2024-09-24,8800,0,,,Auvergne-Rhône-Alpes,Drôme,44.35996670000001,4.8468859,[18800],"Trail 8,8 km"
Les Foulées des 4 Portes,2024-09-24,2024-09-24,10000,120,,Les portes du paradis ,Grand Est,Bas-Rhin,48.5052233,7.491045499999999,"[5000, 21097]",Course sur route 10 km
La Sapinette,2024-09-24,2024-09-24,10000,150,,,Bourgogne-Franche-Comté,Doubs,47.246285,6.182361999999999,"[58000, 44000, 35000, 25000, 15000, 21000]",Marche 10 km
Trail des Rois Maudits,2024-09-24,2024-09-24,58000,0,,"Des rois maudits, un trail béni ",Normandie,Eure,49.2380004,1.4034488,"[41000, 13000, 27000]",Trail 58 km
Course de la Saint-Michel,2024-09-24,2024-09-24,4200,0,,,Auvergne-Rhône-Alpes,Ain,45.718657,5.696241,[11000],"Course sur route 4,2 km"
Isostar ExtremeMan Narbonne,2024-09-24,2024-09-24,14400,0,,,Occitanie,Aude,43.1782093,3.032307,"[108250, 34750, 18400, 71500]",Relais
Marathon et 10 km des écluses de la Mayenne,2024-09-24,2024-09-24,21097,0,,,Pays de la Loire,Mayenne,48.0785146,-0.7669906000000001,"[42195, 10000]",Semi-Marathon
Le Saint-Max Trail ,2024-09-24,2024-09-24,8000,0,,Une course sainte ,Auvergne-Rhône-Alpes,Isère,45.428254,6.037861899999999,[10000],Marche 8 km
La boucle du pavail,2024-09-24,2024-09-24,10000,0,,C'est une Aub(a)ine !,Bretagne,Ille-et-Vilaine,48.0445459,-1.463669,[5000],Trail 10 km
Semi-Marathon de l'Armagnac,2024-09-24,2024-09-24,11000,0,,Attention à ne pas finir raisin ,Nouvelle-Aquitaine,Landes,43.8920683,-0.3041343,"[21097, 10000]",Marche 11 km
Les Bacchantes Reims,2024-09-24,2024-09-24,8000,0,,Ça va te friser la moustache,Grand Est,Marne,49.2538592,4.0340419,[],Les Bacchantes Reims
Grimpée du Pays Rochois,2024-09-24,2024-09-24,10600,950,,,Auvergne-Rhône-Alpes,Haute-Savoie,46.067072,6.312039,[],"Trail 10,6 km"
10 km des Herbiers,2024-09-24,2024-09-24,10000,0,,,Pays de la Loire,Vendée,46.86919,-1.013388,[5000],Course sur route 10 km
Foulées de la Gournerie,2024-09-24,2024-09-24,11600,0,,,Pays de la Loire,Loire-Atlantique,47.22449169999999,-1.6314251,[6000],"Course sur route 11,6 km"
Disneyland Paris Run ,2024-09-24,2024-09-24,31000,0,,"Hakuna Matata, mais quel trail magnifique !",Île-de-France,Seine-et-Marne,48.87846159999999,2.7657959,"[5000, 36000, 21097, 10000]",Disneyland Paris 31 km
Trails du Layon,2024-09-24,2024-09-24,16000,390,,,Île-de-France,Yvelines,48.731672,2.0208499,"[45000, 28000]",Trail 16 km
Foulée des 1000 pattes,2024-09-24,2024-09-24,8000,0,,,Occitanie,Hautes-Pyrénées,43.3846426,0.0552187,"[11000, 19000]",Marche 8 km
Course des Écluses de la Mayenne,2024-09-24,2024-09-24,42195,0,,Tu n'as plus d'Excluses ! ,Pays de la Loire,Mayenne,48.0785146,-0.7669906000000001,"[10000, 21097]",Marathon
Carro-Carry,2024-09-24,2024-09-24,14270,165,156.0,"Face à la mer, t'as voulu courir ",Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.3365923,5.1537325,[],Carro-Carry
La Burosienne,2024-09-24,2024-09-24,9000,0,,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.3517409,-0.308749,[11400],Marche 9 km
La Rolinordik,2024-09-24,2024-09-24,7000,0,,,Normandie,Eure,49.2472003,1.1874359,[12000],Marche nordique 7 km
Course du souffle,2024-09-24,2024-09-24,5000,0,,,Auvergne-Rhône-Alpes,Rhône,45.781366,4.705596,[10000],Course sur route 5 km
Trail de la Contrebandière,2024-09-24,2024-09-24,55000,0,,Attention à la douane !,Hauts-de-France,Nord,50.4081011,3.4998523,[],Trail 55 km
Paris-Versailles,2024-09-24,2024-09-24,16200,0,,Un ville à ville royal ! ,Île-de-France,Yvelines,48.8048649,2.1203554,[],"Trail 16,2 km"
La Grésylienne,2024-09-25,2024-09-25,9000,0,,Cours au gré de tes envies,Auvergne-Rhône-Alpes,Savoie,45.722579,5.932794899999999,"[12000, 12000, 21000]",Marche 9 km
Foulée de chevry,2024-09-25,2024-09-25,10000,0,,,Auvergne-Rhône-Alpes,Ain,46.282084,6.038312899999999,"[6000, 6000]",Marche 10 km
Alésia Trail,2024-09-25,2024-09-25,34000,1200,,Ils sont fous ces Gaulois !,Bourgogne-Franche-Comté,Côte-d'Or,47.5356968,4.469033599999999,"[51000, 25000, 16000, 8000]",La Mandubienne
Trail de Collioure,2024-09-28,2024-09-28,19000,750,,"Quoi de mieux pour finir l'été, que Collioure ?",Occitanie,Pyrénées-Orientales,42.5265,3.0837246,"[8000, 4500]",Trail 19 km
La Tourvillaise Rose,2024-09-29,2024-09-29,10000,0,,,Normandie,Seine-Maritime,49.3285938,1.0958628,"[5000, 5000]",Course sur route 10 km
Ultra Trail des Montagnes du Jura,2024-09-29,2024-10-01,187000,7560,,Jura'ssic park,Bourgogne-Franche-Comté,Doubs,46.753914,6.316812,"[110000, 77000, 42000, 23000]",L'UTMJ
La Haguenauvienne,2024-09-29,2024-09-29,5000,0,,"Femme des années 80, femmes jusqu’au bout des seins...",Grand Est,Bas-Rhin,48.813288,7.791250000000001,[],Course sur route 5 km
Verticale de Laprugne,2024-09-30,2024-09-30,14000,700,,,Auvergne-Rhône-Alpes,Allier,45.986016,3.742655,"[27000, 5000]",Trail 14 km
Foulées Ozanam,2024-09-30,2024-09-30,5000,0,,"Une ou deux, ça ne peut pas faire de mal !",Île-de-France,Paris,48.85837009999999,2.2944813,[10000],Course sur route 5 km
Trails des Lacs de Chamrousse-Belledonne (TLCB),2024-09-30,2024-09-30,5000,350,,Well done ! ,Auvergne-Rhône-Alpes,Isère,45.125328,5.878680999999999,"[26000, 13000, 2000]",Trail 5 km
Les 24h d'Endurance Hermeland ,2024-09-30,2024-09-30,360,0,,Que pour les bruns ,Bretagne,Ille-et-Vilaine,48.018007,-1.651392,[],Course sur route 6h
V&B run,2024-09-30,2024-09-30,6000,0,,,Pays de la Loire,Mayenne,48.189852,-0.433201,"[12500, 12500, 3500]",Course sur route 6 km
Trail du Puigmal,2024-09-30,2024-09-30,18000,1200,,,Occitanie,Pyrénées-Orientales,42.442521,2.031357,[1000],Trail 18 km
Trail de la vallée de la Sée,2024-09-30,2024-09-30,27000,700,,,Normandie,Manche,48.7240123,-1.1673013,[12000],Trail du Val de Sée
Festitrail,2024-09-30,2024-10-01,1200,130,50.0,,Occitanie,Tarn-et-Garonne,44.10485200000001,1.08468,"[9000, 9000, 22000]",Le Parcours de l'Enfer
Course a Paolina,2024-09-30,2024-09-30,70000,1790,917.0,En course pour l'histoire,Corse,Haute-Corse,42.43498,9.298622,[],Run & Bike
Marche Étoilée,2024-09-30,2024-09-30,8000,0,,,Bourgogne-Franche-Comté,Doubs,46.854427,6.331523,[],Marche 8 km
Trail des Bulles,2024-09-30,2024-09-30,8000,100,,Ça va te faire pétiller !,Centre-Val de Loire,Indre-et-Loire,47.4136563,0.8083855999999999,"[10000, 15000, 21000, 15000]",Moncontour by Night
L'Enjambée Sorguaise,2024-09-30,2024-09-30,14000,0,,,Provence-Alpes-Côte d'Azur,Vaucluse,44.008767,4.872757,[6000],14 km
Odysséa Paris ,2024-09-30,2024-10-01,5000,0,,Ta grande Odyssée !,Île-de-France,Paris,48.85837009999999,2.2944813,"[10000, 10000]",Marche 5 km
Trail de Mauves en Vert,2024-09-30,2024-10-02,48000,1200,,Tu vas en voir de toutes les couleurs !,Pays de la Loire,Loire-Atlantique,47.2973073,-1.3939779,"[15000, 14000, 58000, 59000, 27000]",Trail du Samedi Soir (6 x 8K)
Le Promenons-Nous,2024-09-30,2024-09-30,8000,0,,,Occitanie,Gers,43.646621,0.7838459999999999,[13000],Trail 8 km
Trail des 2 clochers,2024-09-30,2024-09-30,12000,0,,,Île-de-France,Seine-et-Marne,48.986833,2.86036,[],Trail 12 km
Trail des Portes de Meuse,2024-09-30,2024-09-30,11000,0,,Ça va être aMeusant !,Grand Est,Meuse,48.686495,5.085525,[31000],Trail 11 km
Trail des 7 collines,2024-09-30,2024-09-30,13000,350,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.2066805,4.077567699999999,[22000],Trail 13 km
Odyssée du Tue Vaques,2024-09-30,2024-09-30,16000,255,,,Normandie,Manche,49.6868627,-1.4416776,"[30400, 8900]",Trail 16 km
100 km et Marathon de Millau,2024-09-30,2024-09-30,42195,0,,O Sole Millau ,Occitanie,Aveyron,44.100575,3.077801,[100000],Marathon
Semi-Marathon d’Argentan,2024-09-30,2024-09-30,21097,0,,Ramène ton flouz,Normandie,Orne,48.7443591,-0.0209722,[],Semi-Marathon
Trail des Glières,2024-09-30,2024-09-30,20000,470,1200.0,Tu vas en faire des Bornes !,Auvergne-Rhône-Alpes,Haute-Savoie,45.9937478,6.2553902,"[11000, 47000, 47000]",Le dernier assaut
Mud Girl Paris,2024-09-30,2024-10-01,5000,0,,,Île-de-France,Seine-et-Marne,48.917429,2.761107,[],Course à obstacles 5 km
La Reinette,2024-10-01,2024-10-01,7000,0,,Girl Power !,Normandie,Seine-Maritime,49.403731,1.186045,[],Marche 7 km
Trail de la Source,2024-10-01,2024-10-01,11000,0,,,Pays de la Loire,Vendée,46.936072,-1.512859,[21000],Trail 11 km
Trail du Petit Saint-Bernard,2024-10-01,2024-10-01,60000,3500,,Le meilleur ami de l'homme ! ,Auvergne-Rhône-Alpes,Savoie,45.622935,6.800077,"[40000, 40000]",Trail 60 km
Les 10 km du poinconnet,2024-10-01,2024-10-01,5000,0,,,Centre-Val de Loire,Indre,46.7946134,1.7331675,[10000],Envolée rose 5 km
Thusy en Trail,2024-10-01,2024-10-01,24000,850,,,Auvergne-Rhône-Alpes,Haute-Savoie,45.946966,5.948887,[12000],Trail du tilleul
La Cherbourgeoise,2024-10-01,2024-10-01,3500,0,,,Normandie,Manche,49.6338979,-1.622224,"[7000, 7000]",Les petites foulées
La YUL,2024-10-01,2024-10-01,10000,0,,Courir pour soutenir,Hauts-de-France,Nord,50.655499,2.952115,"[6500, 6500]",Course virtuelle
Le souffle de cristal,2024-10-01,2024-10-01,5000,0,,,Grand Est,Meurthe-et-Moselle,48.449081,6.738029,[10000],Course sur route 5 km
Les foulées roses de Gournay,2024-10-01,2024-10-01,12000,0,,,Normandie,Seine-Maritime,49.4826616,1.7245633,"[6000, 6000, 6000, 8000]",Trail 12 km
Grand Mulhouse Trail Urbain,2024-10-01,2024-10-01,12600,163,,Vois les choses en grand à Mulhouse,Grand Est,Haut-Rhin,47.74952450000001,7.3402898,[22600],Le Trail de Gérard
Transquar de Beauvais,2024-10-01,2024-10-01,10000,0,,Une course à Beauvais ? J'Hachette ! ,Hauts-de-France,Oise,49.42953869999999,2.0807123,"[5000, 21097]",Course sur route 10 km
Foulee de Drumettaz Clarafond,2024-10-01,2024-10-01,280000,0,,,Auvergne-Rhône-Alpes,Savoie,45.6553505,5.9114426,"[20000, 8800]",Trail ronde des fours
Trail du Cassoulet,2024-10-01,2024-10-01,12000,0,,Sapristi saucisse,Occitanie,Haute-Garonne,43.6522942,1.6550631,"[9000, 9000, 42000, 21000]",Randonnée
Marathon Bleu Finistère,2024-10-01,2024-10-01,42195,0,,Bleu Océan,Bretagne,Finistère,48.3472286,-4.7033772,"[21097, 10000]",Marathon Bleu
Trail du Berger ,2024-10-01,2024-10-01,18000,400,,Echappe-toi du troupeau ,Occitanie,Hérault,43.714103,3.617468,"[7000, 2000, 13000, 5000]",Les Lavognes
Foulées Roses,2024-10-01,2024-10-01,2800,0,,Une superbe course pour une superbe cause,Centre-Val de Loire,Loiret,47.865408,1.897565,"[5700, 5700, 10000, 10000]","Marche 2,8 km"
La Barentinoise,2024-10-01,2024-10-01,10000,0,,,Normandie,Seine-Maritime,49.543453,0.9581299999999999,[5000],Course sur route 10 km
Foulées de Nanterre,2024-10-01,2024-10-01,2600,0,,,Île-de-France,Hauts-de-Seine,48.892423,2.215331,[5000],Course Relais 4x600
Trail de la colline,2024-10-01,2024-10-01,25000,900,,,Grand Est,Meurthe-et-Moselle,48.425334,6.078800999999999,"[9000, 15000]",L'Expédi'Sion
Les foulées Canavéroises,2024-10-01,2024-10-01,8000,0,,,Île-de-France,Val-de-Marne,48.796124,2.53507,"[4000, 2000]",Course sur route 8 km
Trail du Mâconnais,2024-10-01,2024-10-01,10000,250,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.3098525,4.8354085,"[28000, 16000]",Trail 10 km
Martigues-Carro,2024-10-01,2024-10-01,10000,0,,Allez on va à Martigues Carro !,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.4310575,5.0481732,"[17000, 26000]",Marche 10 km
La Predelloise,2024-10-01,2024-10-01,12000,0,,,Auvergne-Rhône-Alpes,Haute-Loire,44.769875,3.882018,"[10000, 8000]",Marche 12 km
Trail des P'tits Lutins,2024-10-01,2024-10-01,10000,0,,"Sous l'arc en ciel, un trésor et des p'tits lutins",Nouvelle-Aquitaine,Creuse,46.1849256,2.0759625,[5000],Trail 10 km
La Foulée de Crozet,2024-10-01,2024-10-01,10280,0,,,Auvergne-Rhône-Alpes,Ain,46.279461,6.014,"[5140, 2800, 1100, 550, 550]","Course sur route 10,28 km"
Foulées Etival,2024-10-01,2024-10-01,10000,0,,,Pays de la Loire,Sarthe,47.9577159,0.0936911,[5000],Course sur route 10 km
Les Foulées Nature de Crossey,2024-10-01,2024-10-01,9000,200,,,Auvergne-Rhône-Alpes,Isère,45.379013,5.6455627,[19000],Trail 9 km
La Téméraire Octobre Rose en Charolais Brionnais,2024-10-01,2024-10-01,5700,0,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.4350302,4.2724255,[],"Marche 5,7 km"
Coulommiers Rose,2024-10-01,2024-10-01,4000,0,,,Île-de-France,Seine-et-Marne,48.807768,3.0821546,"[8000, 8000]",Marche 4 km
"Trail de Saint-Didier ""Jacques Silvain""",2024-10-01,2024-10-08,42000,0,,Un trail royal,Provence-Alpes-Côte d'Azur,Vaucluse,44.006624,5.101144,"[25000, 13000, 8000]",Trail élite
La Course des Moulins,2024-10-01,2024-10-01,10000,0,,"Finisher, tu dors",Nouvelle-Aquitaine,Lot-et-Garonne,44.2384253,0.6462724999999999,"[12000, 23000, 12000]",Marche 10 km
Run'in Vitteaux,2024-10-01,2024-10-01,6000,0,,,Bourgogne-Franche-Comté,Côte-d'Or,47.3970131,4.538755399999999,[10000],Course sur route 6 km
Course des Remparts de Provins,2024-10-01,2024-10-01,18000,0,,Des remparts à part !,Île-de-France,Seine-et-Marne,48.5557169,3.3028203,[6000],Course des Remparts
