nom,date,enddate,distance,dplus,dminus,description,region,departement,lat,lng,raceDistances,raceName
Trail de Galilée,2024-10-29,2024-10-29,12000,500,,,Grand Est,Vosges,48.245258,7.066132,[18000],Trail 12 km
Les 20 km du Ruban Bleu,2024-10-29,2024-10-29,20000,0,,Ce rêve bleeeeuuu,Bretagne,Côtes-d'Armor,48.628222,-2.364998,[10000],Trail 20 km
Foulées Monterelaises,2024-10-29,2024-10-29,10000,0,,Tu vas être à l'aise !,Île-de-France,Seine-et-Marne,48.3798752,2.9429722,[],10 km Du Confluent
Trail de la semine,2024-10-29,2024-10-29,19600,0,,Une course pour bien terminer la Semine !,Auvergne-Rhône-Alpes,Haute-Savoie,46.0665002,5.8136012,[12300],"Trail 19,6 km"
10 km Thermapolis,2024-10-29,2024-10-29,10000,0,,,Grand Est,Moselle,49.2599469,6.142912,[],Course sur route 10 km
La Carombaise,2024-10-30,2024-10-30,5000,0,,Ça va carburer,Provence-Alpes-Côte d'Azur,Vaucluse,44.110898,5.107716,[11000],Course sur route 5 km
Trail des POUSSE CITROUILLES,2024-10-31,2024-10-31,7000,0,,Attention aux fantômes...,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.333177,-0.434402,"[10000, 3000]",Marche 7 km
Alerte zombies,2024-10-31,2024-10-31,10000,0,,,Hauts-de-France,Pas-de-Calais,50.481212,2.662174,[],Trail Nocturne
Les foulées d'Halloween,2024-10-31,2024-10-31,12000,0,,,Centre-Val de Loire,Eure-et-Loir,48.4655222,1.3582424,[],Course 12 km
Roc d'Aluze trail nocturne,2024-10-31,2024-10-31,16000,450,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.846531,4.684693000000001,"[10000, 10000]",Trail 16 km
Trail des Cuisses,2024-10-31,2024-10-31,11000,280,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.755702,4.538290000000001,[17000],Trail 11 km
Corrid'halloween,2024-10-31,2024-10-31,7600,0,,,Grand Est,Marne,49.287571,3.813746,[],"Course sur route 7,6 km"
Halloween run,2024-10-31,2024-10-31,10000,0,,,Pays de la Loire,Mayenne,48.3043124,-0.6183099,[],Course sur route 10 km
Trail'oween,2024-11-01,2024-11-01,10000,0,,,Île-de-France,Yvelines,48.82955150000001,1.9804609,[20000],Marche nordique 10 km
Trail des Sorcières,2024-11-01,2024-11-01,26000,0,,Prends ton balai et viens voler !,Bourgogne-Franche-Comté,Côte-d'Or,47.319533,4.796298999999999,[12000],La Nécromancienne
La Foulée de l'Espoir,2024-11-01,2024-11-01,20000,0,,"L'espoir fait vivre, le trail aussi !",Provence-Alpes-Côte d'Azur,Vaucluse,43.9984783,5.0549027,[10000],Trail 20 km
Trail'Malling,2024-11-03,2024-11-03,22000,620,,,Grand Est,Moselle,49.424177,6.297981,"[32000, 15000]",Trail 22 km
La Courstache ,2024-11-03,2024-11-03,5000,0,,Plus besoin d'huile de Ricin !,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.7577377,3.1418609,[10000],Course sur route 5 km
Corrida de Guérande,2024-11-04,2024-11-04,10000,0,,,Pays de la Loire,Loire-Atlantique,47.328003,-2.4297589,[5000],Trail 10 km
Raidlight Vendée trail,2024-11-04,2024-11-04,72000,730,,,Pays de la Loire,Vendée,46.720204,-1.945917,"[42000, 20000, 10000]",Trail 72 km
Grand Trail Nocturne des Hauts-de-France (GTN),2024-11-04,2024-11-04,26000,600,,"Il m'entraîne, jusqu'au ""début"" de la nuit... ",Hauts-de-France,Pas-de-Calais,50.417921,2.775222,"[33000, 33000, 16000, 16000, 61000, 9500]",Trail 26 km
La Duchesse,2024-11-04,2024-11-04,10000,0,,C’est royal ! ,Pays de la Loire,Loire-Atlantique,47.21627489999999,-1.5487708,[5000],10KM Duo - 100% Féminin ou Mixte
Pléla'Run,2024-11-04,2024-11-04,1000,0,,T'es plé'la ?,Bretagne,Ille-et-Vilaine,48.001435,-2.094789,"[17000, 9000, 2000]",Mini'kids
La nocturne de Pierre Aiguë,2024-11-04,2024-11-04,22000,0,,,Pays de la Loire,Loire-Atlantique,47.1521433,-1.5979796,"[13000, 5000, 13000]",La Lanterne
La Chatvoyarde Nocturne,2024-11-04,2024-11-04,11000,410,,,Auvergne-Rhône-Alpes,Savoie,45.6958244,5.829917399999999,[],Trail 11 km
Marathon du Charolais,2024-11-04,2024-11-04,10000,0,,Le bonheur est dans le Charolais !,Bourgogne-Franche-Comté,Saône-et-Loire,46.601313,4.064992999999999,"[11000, 21097, 42195]","La petite Charolaise, la plus accessible de toutes"
Course des Lumières - Marseille,2024-11-04,2024-11-04,4000,0,,Éclairer Marseille contre la maladie,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.2966941,5.3610825,[8000],Marche 4 km
L’Aydienne,2024-11-04,2024-11-04,12000,0,,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.569457,-0.104667,"[6000, 8000]",Trail 12 km
Trail Di Sant'Appianu,2024-11-04,2024-11-04,13000,950,,Il jouait du Appianu debout !,Corse,Haute-Corse,42.264463,9.473635,[6000],Trail 13 km
Trail des Orris,2024-11-04,2024-11-04,19000,600,,"Plus on est de fous, plus Orris !",Occitanie,Ariège,42.96904,1.871428,[11000],Trail des Orris
Roquefortrail,2024-11-04,2024-11-04,27500,900,,C'est qui le plus fort ?!,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.24785500000001,5.591803,[],"Trail 27,5 km"
L'Escapade,2024-11-04,2024-11-04,12200,0,,Petite sortie en Provence,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.3319232,5.218585699999999,[],"Trail 12,2 km"
Trail du Forfelet,2024-11-05,2024-11-05,16000,500,,,Grand Est,Vosges,48.1726979,6.878435,[],Trail 16 km
La Voie Royale,2024-11-05,2024-11-05,21097,0,,Régner sur le stade ,Île-de-France,Seine-Saint-Denis,48.9244592,2.3601645,"[10000, 5000]",Semi-marathon
Course Nature de la Grapille,2024-11-05,2024-11-05,20000,440,,,Bourgogne-Franche-Comté,Doubs,47.1697012,5.8915887,"[5000, 13000, 7000]",Trail 20 km
Le Trail des Cathelières,2024-11-05,2024-11-05,16000,540,,Comme un Mallemoisson dans l’eau ! ,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,44.049358,6.124422000000001,[11000],Parcours des Vieux Villages
Trail de l'Hyrome,2024-11-05,2024-11-05,27000,300,,Hyrome Man,Pays de la Loire,Maine-et-Loire,47.210062,-0.7275324999999999,"[16000, 12000, 6000, 45000]",Trail
Urban race seynod,2024-11-05,2024-11-05,7000,0,,C'est qui ? Seynod ! ,Auvergne-Rhône-Alpes,Haute-Savoie,45.8992115,6.131265099999999,[13000],Trail 7 km
Trail des Monts de Vaucluse,2024-11-05,2024-11-05,24000,1400,,Un trail chez Dame Nature,Provence-Alpes-Côte d'Azur,Vaucluse,43.923518,5.0962511,[10500],Le sommet des Ânes
Marathon des Alpes-Maritimes Nice-Cannes,2024-11-05,2024-11-05,42195,0,,Et la palme du meilleur Finisher revient à...,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.6977066,7.270324800000001,[20000],2x21km
La Méridienne,2024-11-05,2024-11-05,10000,0,,,Occitanie,Hautes-Pyrénées,43.23188529999999,0.0736927,[],Marche 10 km
La Course Royale,2024-11-05,2024-11-05,10500,0,,,Île-de-France,Yvelines,48.8073782,2.0407242,[21000],"Marche 10,5 km"
Les foulées neuvilloise,2024-11-05,2024-11-05,5000,0,,,Centre-Val de Loire,Loiret,48.0018839,2.085481,[10000],Course sur route 5 km
Toussi'Trail,2024-11-05,2024-11-05,18000,0,,Toussi pour un et un pour tous ! ,Auvergne-Rhône-Alpes,Ain,45.94094,4.774296,"[12000, 5000]",Trail 18 km
Musca'day trail,2024-11-05,2024-11-05,10000,0,,,Pays de la Loire,Loire-Atlantique,47.142942,-1.416576,[23000],Trail 10 km
La montée du Wintersberg,2024-11-05,2024-11-05,10500,470,,,Grand Est,Bas-Rhin,48.9523443,7.635274399999998,[],"Trail 10,5 km"
nom,date,enddate,distance,dplus,dminus,description,region,departement,lat,lng,raceDistances,raceName
Toulouse Métropole Run Expérience,2024-11-10,2024-11-10,42195,0,,La vie en rose ! ,Occitanie,Haute-Garonne,43.598264,1.4092542,"[10000, 21097]",Marathon en relais
Asics SaintéLyon,2024-11-30,2024-11-30,156000,4390,,"Saint'étonne, saintéfraiche, saintébynight ! ",Auvergne-Rhône-Alpes,Rhône,45.7605474,4.861117699999999,"[78000, 13000, 78000, 78000, 44000, 23000, 78000]",LyonSaintéLyon
Grand Trail des Vallons de la Vilaine,2025-04-06,2025-04-06,10000,0,,Loin d'être Vilaine !,Bretagne,Ille-et-Vilaine,47.978808,-1.721638,"[5000, 82000, 82000, 31200]",La Randonnée
Trail du Forfelet,2024-11-05,2024-11-05,16000,500,,,Grand Est,Vosges,48.1726979,6.878435,[],Trail 16 km
La Voie Royale,2024-11-05,2024-11-05,21097,0,,Régner sur le stade ,Île-de-France,Seine-Saint-Denis,48.9244592,2.3601645,"[10000, 5000]",Semi-marathon
Course Nature de la Grapille,2024-11-05,2024-11-05,20000,440,,,Bourgogne-Franche-Comté,Doubs,47.1697012,5.8915887,"[5000, 13000, 7000]",Trail 20 km
Le Trail des Cathelières,2024-11-05,2024-11-05,16000,540,,Comme un Mallemoisson dans l’eau ! ,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,44.049358,6.124422000000001,[11000],Parcours des Vieux Villages
Trail de l'Hyrome,2024-11-05,2024-11-05,27000,300,,Hyrome Man,Pays de la Loire,Maine-et-Loire,47.210062,-0.7275324999999999,"[16000, 12000, 6000, 45000]",Trail
Urban race seynod,2024-11-05,2024-11-05,7000,0,,C'est qui ? Seynod ! ,Auvergne-Rhône-Alpes,Haute-Savoie,45.8992115,6.131265099999999,[13000],Trail 7 km
Trail des Monts de Vaucluse,2024-11-05,2024-11-05,24000,1400,,Un trail chez Dame Nature,Provence-Alpes-Côte d'Azur,Vaucluse,43.923518,5.0962511,[10500],Le sommet des Ânes
Marathon des Alpes-Maritimes Nice-Cannes,2024-11-05,2024-11-05,42195,0,,Et la palme du meilleur Finisher revient à...,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.6977066,7.270324800000001,[20000],2x21km
La Méridienne,2024-11-05,2024-11-05,10000,0,,,Occitanie,Hautes-Pyrénées,43.23188529999999,0.0736927,[],Marche 10 km
La Course Royale,2024-11-05,2024-11-05,10500,0,,,Île-de-France,Yvelines,48.8073782,2.0407242,[21000],"Marche 10,5 km"
Les foulées neuvilloise,2024-11-05,2024-11-05,5000,0,,,Centre-Val de Loire,Loiret,48.0018839,2.085481,[10000],Course sur route 5 km
Toussi'Trail,2024-11-05,2024-11-05,18000,0,,Toussi pour un et un pour tous ! ,Auvergne-Rhône-Alpes,Ain,45.94094,4.774296,"[12000, 5000]",Trail 18 km
Musca'day trail,2024-11-05,2024-11-05,10000,0,,,Pays de la Loire,Loire-Atlantique,47.142942,-1.416576,[23000],Trail 10 km
La montée du Wintersberg,2024-11-05,2024-11-05,10500,470,,,Grand Est,Bas-Rhin,48.9523443,7.635274399999998,[],"Trail 10,5 km"
10 km ETPM des Quais de Bordeaux,2024-11-05,2024-11-05,10000,0,,Quai-ce que tu attends ?,Nouvelle-Aquitaine,Gironde,44.8414707,-0.5699017,[],10 km relais
Trail du Postier,2024-11-05,2024-11-05,32000,350,,Pas besoin d'être timbré !,Centre-Val de Loire,Loir-et-Cher,47.58609209999999,1.3359475,[13000],Trail du Postier
Ronde des Vignes ,2024-11-05,2024-11-05,14000,250,,Rond comme un ballon ,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.24785500000001,5.591803,"[10000, 5000]",Trail 14 km
Courses nature de coupeau,2024-11-05,2024-11-05,7000,0,,,Pays de la Loire,Mayenne,48.0785146,-0.7669906000000001,[14000],Course sur route 7 km
La Saint-Pol Morlaix,2024-11-05,2024-11-05,10000,0,,Prépare-toi à une course explosive pour ses 50 ans !,Bretagne,Finistère,48.5765567,-3.8252125,[22000],10 km Taulé-Morlaix
MAIF Ekiden de Paris,2024-11-05,2024-11-05,42195,0,,Ensemble à Paris !,Île-de-France,Paris,48.85837009999999,2.2944813,[],Marathon
La Chevignoise,2024-11-05,2024-11-05,5000,0,,,Bourgogne-Franche-Comté,Côte-d'Or,47.302245,5.139997999999999,[10000],Trail 5 km
Course Marcel Kiefer,2024-11-05,2024-11-05,6000,0,,,Grand Est,Meurthe-et-Moselle,49.49295300000001,5.872779,"[13000, 21000]",Trail 6 km
1000D Suisse Normande trail,2024-11-05,2024-11-05,18000,600,,,Normandie,Calvados,48.91686499999999,-0.4815989999999999,"[27000, 27000, 12000]",Trail 18 km
Courses DNA de Colmar,2024-11-05,2024-11-05,10000,0,,L'ADN de la performance,Grand Est,Haut-Rhin,48.0742595,7.359679099999999,[5000],Course sur route 10 km
Trail de Montagnole,2024-11-05,2024-11-05,12000,600,,Montagnolympique,Auvergne-Rhône-Alpes,Savoie,45.538237,5.908586,"[8000, 24000]",Trail 12 km
Event Trail de Royat,2024-11-05,2024-11-06,9700,450,,Un trail Royal !,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.764929,3.054232,"[1700, 20000, 35000, 35000]",Royat Run Nocturne
Trail Panoramic de l’Albanais,2024-11-05,2024-11-05,27000,960,,"Ne vous déplaise, en courant l'Albanaise ! ",Bourgogne-Franche-Comté,Saône-et-Loire,46.713218,4.461911,"[16000, 10000]",Trail Panoramic
Entre Ciel et Mer,2024-11-05,2024-11-05,12320,0,,Dans le but de toucher le ciel,Provence-Alpes-Côte d'Azur,Var,43.038034,6.137041,[],"Trail 12,32 km"
Trail des Terres de Saône,2024-11-06,2024-11-06,13000,200,,Un trail très Terre à Terre,Bourgogne-Franche-Comté,Haute-Saône,47.688693,6.042594999999999,[22000],Trail 13 km
Trail des Grands Ducs d'Alençon,2024-11-09,2024-11-09,15000,439,,,Normandie,Orne,48.5086818,0.09499819999999999,"[40000, 8000, 25000, 8000]",Trail 15 km
Trail Poursuite du Mémorial,2024-11-11,2024-11-11,26800,905,,Un trail pour l'histoire,Provence-Alpes-Côte d'Azur,Var,43.1250119,5.9306117,[12000],Grand trail en duo
Cross du Courrier de l'Ouest et de la ville d'Angers,2024-11-11,2024-11-11,2330,0,,Comme une lettre à la poste !,Pays de la Loire,Maine-et-Loire,47.47,-0.5599999999999999,"[3030, 4300, 1470, 1095, 1095, 950, 4298, 4298, 6883, 10518, 8581, 1470, 920]",Course N°5 - Benjamins
Trail des Brosses,2024-11-11,2024-11-11,6000,0,,Un trail à la Mario Brosse,Grand Est,Vosges,48.1692269,6.4380339,"[22000, 10000, 35000]",L'Obscure
La Veni Vici,2024-11-11,2024-11-11,13000,440,,Viens Uzer tes baskets !,Occitanie,Gard,43.83490399999999,4.3596146,"[44000, 27000, 72000, 27000]",13 km Solo
Trail du Pastel,2024-11-11,2024-11-11,11000,120,,Un mélange de couleurs oh oh...,Occitanie,Haute-Garonne,43.6289728,1.4822605,"[42000, 16000, 23000, 23000, 23000, 23000, 16000]",Marche nocturne
Tourn'en Nocturne,2024-11-11,2024-11-11,12000,0,,,Île-de-France,Seine-et-Marne,48.73988989999999,2.7657824,[],Marche 12 km
Trail de Plaintel,2024-11-11,2024-11-11,33000,700,,Aucune raison de te plaindre ! ,Bretagne,Côtes-d'Armor,48.40794,-2.817707,"[12000, 22000]",Trail 33 km
Trail des Sources de la Loire,2024-11-11,2024-11-12,61000,1740,,Source de plaisir !,Auvergne-Rhône-Alpes,Haute-Loire,44.8942181,3.850211,"[111000, 50000, 38000, 32000, 18000, 11000]",TSL 61
Marche nordique des Terres Noires,2024-11-11,2024-11-11,5000,0,,,Pays de la Loire,Vendée,46.6694281,-1.4230897,"[12000, 12000]",Marche nordique 5 km
Trail de la croix de fer by night,2024-11-11,2024-11-11,16000,400,,"Croix de bois, croix de fer, si je marche...",Grand Est,Aube,48.5117609,3.4287607,[9000],Trail 16 km
Les Portes de Bellefontaine,2024-11-11,2024-11-11,240,788,,"Ici, ce ne sont pas les Portes du Pénitencier",Grand Est,Meurthe-et-Moselle,48.7344571,6.1676557,"[14000, 18000]",Endurance Trail
Marathon du Cognac,2024-11-11,2024-11-11,21097,0,,La gnaque et le cognac !,Nouvelle-Aquitaine,Charente,45.681389,-0.1739169,"[10500, 42195]",Semi-Marathon
Trail course nature de Barbâtre,2024-11-11,2024-11-11,14000,0,,,Pays de la Loire,Vendée,46.9425669,-2.178589,"[7000, 21000]",Trail 14 km
Trail de la vallée de la Thure by night,2024-11-11,2024-11-11,12000,270,,,Hauts-de-France,Nord,50.2463819,4.149605999999999,[],Trail 12 km
Course des flambeaux,2024-11-11,2024-11-11,18000,450,,,Île-de-France,Yvelines,48.772563,1.815425,[10000],Trail 18 km
Dark Trail,2024-11-11,2024-11-11,10000,280,,Rejoint le côté obscur,Bourgogne-Franche-Comté,Jura,46.522526,5.612965,"[21000, 30000]",Trail 10 km
Trail Urbain Besançon,2024-11-11,2024-11-11,12000,370,,,Bourgogne-Franche-Comté,Doubs,47.2404763,6.008138499999999,[20700],Express 12
La Gailhardaise,2024-11-11,2024-11-12,28700,1320,,Du nerf et du fer !,Occitanie,Ariège,42.93944399999999,1.630591,[28000],"Trail 28,7 km"
Foulées baudelloises,2024-11-11,2024-11-11,10000,0,,,Pays de la Loire,Mayenne,48.28113,-0.63445,[],Trail 10 km
Trail des Roches,2024-11-12,2024-11-12,31000,0,,Trois..Deux..Ain.. Partez !,Auvergne-Rhône-Alpes,Ain,46.085641,5.405886,"[21000, 10000]",La Poncinoise
La Bacchanale,2024-11-12,2024-11-12,5000,0,,"Pas banale, la Bacchanale",Provence-Alpes-Côte d'Azur,Vaucluse,44.240968,5.075197999999999,[12000],Course sur route 5 km
Trail des Sucs,2024-11-12,2024-11-12,12000,440,,"Allez viens, t'es pas en Sucs",Auvergne-Rhône-Alpes,Haute-Loire,45.1378056,4.1328248,"[24000, 33000]",L'Orée des Sucs (DUO)
La britestole,2024-11-12,2024-11-12,9000,250,,,Occitanie,Tarn,43.751163,1.908161,"[10000, 16000]",Marche 9 km
Sparnatrail,2024-11-12,2024-11-12,33000,0,,Entre terre et vignes,Grand Est,Marne,49.0435656,3.958200299999999,"[17000, 61000]",Trail 33 km
Ekiden 36,2024-11-12,2024-11-12,42195,0,,Ensemble on est plus fort !,Centre-Val de Loire,Indre,46.79881590000001,1.6979288,[],Marathon
Trail des Châtaignes,2024-11-12,2024-11-12,9000,0,,Pas là pour compter les marrons ,Bretagne,Ille-et-Vilaine,48.313204,-1.8981992,"[16000, 30000]",Trail 9 km
Ronde Ermont,2024-11-12,2024-11-12,10000,0,,,Île-de-France,Val-d'Oise,48.9804279,2.2711963,[5000],Course sur route 10 km
Alpin Trail de Pichauris,2024-11-12,2024-11-12,3000,100,,Non mais Allauch quoi ! ,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.3362611,5.4819096,"[35000, 80000, 80000, 16000]",Famille
Trail Le Gargantuesque,2024-11-12,2024-11-12,17000,0,,Un trail gargantuesquement bien !,Bourgogne-Franche-Comté,Nièvre,46.7900609,3.1171005,"[10000, 11000]",Trail 17 km
Les rêves de Paola,2024-11-12,2024-11-12,10000,0,,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.561399,-0.27164,[5000],Course sur route 10 km
Even Trail,2024-11-12,2024-11-12,12000,0,,Belle au naturel,Centre-Val de Loire,Indre-et-Loire,47.284385,0.7852699999999999,"[7000, 22000]",Trail 12 km
Touroparc Run,2024-11-12,2024-11-12,5000,0,,Gambader avec les bêtes,Bourgogne-Franche-Comté,Saône-et-Loire,46.188994,4.733571,"[20000, 10000]",Le P'tit Tour'o'Parc
La Madone,2024-11-12,2024-11-12,14000,350,,,Bourgogne-Franche-Comté,Côte-d'Or,47.3199479,4.905031999999999,"[8000, 29000]",Trail 14 km
Foulées de la Mue,2024-11-12,2024-11-12,6000,0,,AMuestoi bien sur cette course,Normandie,Calvados,49.241119,-0.449605,[12000],Trail 6 km
La vitalavie,2024-11-12,2024-11-12,20900,0,,"Loca es la vida, que loca es la Vitalavie !",Auvergne-Rhône-Alpes,Haute-Savoie,45.8992115,6.131265099999999,[16000],"Trail 20,9 km"
Parcourir Montigny,2024-11-12,2024-11-12,10000,0,,Pars courir pour parcourir Montigny ! ,Île-de-France,Yvelines,48.78785480000001,2.0442736,[5000],Course sur route 10 km
Vinotrail,2024-11-12,2024-11-12,25000,1300,,Vino sur Vino,Occitanie,Hérault,43.63385330000001,3.8488781,"[12000, 14000]",Jeroboam
Les Foulées Outreloises,2024-11-13,2024-11-13,10000,0,,Outreau ! Au galop même !,Hauts-de-France,Pas-de-Calais,50.6878184,1.6059834,[],Course sur route 10 km
La Marlienne,2024-11-13,2024-11-13,10000,0,,Oh Marly si tu savais ,Grand Est,Moselle,49.059828,6.154795,[],Trail 10 km
La Châtenaise,2024-11-13,2024-11-13,10000,0,,Un caractère bien forgé,Bourgogne-Franche-Comté,Territoire de Belfort,47.557671,6.849059,[],Course sur route 10 km
La Corrida du 15ème,2024-11-14,2024-11-14,10000,0,,"La vie, c’est Paris ! Paris, c’est la vie !",Île-de-France,Paris,48.85837009999999,2.2944813,[],Course sur route 10 km
Landerneau Urban Trail,2024-11-14,2024-11-14,10000,0,,Attention à la marche !,Bretagne,Finistère,48.4536826,-4.2564215,[18000],Trail 10 km
La Chambérienne,2024-11-16,2024-11-16,21000,0,,Trop Chambé ! ,Auvergne-Rhône-Alpes,Savoie,45.5844554,5.901081899999999,[10000],21km solo ou duo
Trail du Chambon,2024-11-18,2024-11-19,11000,336,,Ça Chambon ici !,Nouvelle-Aquitaine,Charente,45.6592126,0.5592254,"[12000, 17000, 34000, 50000]",Trail 11 km
Course des Lumières - Paris,2024-11-18,2024-11-18,4000,0,,Éclairer Paris contre la maladie,Île-de-France,Paris,48.85837009999999,2.2944813,[8000],Marche 4 km
Semi-Marathon de la Vente des Vins des Hospices de Beaune,2024-11-18,2024-11-18,21097,0,,La plus Beaune de tes copines,Bourgogne-Franche-Comté,Côte-d'Or,47.02202339999999,4.836450699999999,"[10400, 6000]",Semi-Marathon
Trail des Truffières,2024-11-18,2024-11-18,30000,1300,,À toi d'avoir du flair !,Occitanie,Aude,43.3593549,2.4570271,"[10000, 10000]",Trail des Truffières
Urban Trail - Lille,2024-11-18,2024-11-18,8000,0,,Lille de beauté !,Hauts-de-France,Nord,50.62925,3.057256,"[5000, 10000]",Urban Trail
Foulées du souvenir,2024-11-18,2024-11-18,27800,1260,,Ça va être la guerre !,Grand Est,Haut-Rhin,48.1016282,7.159725799999999,[9500],"Trail 27,8 km"
La belmontée de feu,2024-11-18,2024-11-18,16000,1000,,,Auvergne-Rhône-Alpes,Isère,45.472913,5.364936,[36000],Trail 16 km
Semi-Marathon Vente des Vins des Hospices de Nuits ,2024-11-18,2024-11-18,10000,0,,Georges Cloonight ,Bourgogne-Franche-Comté,Côte-d'Or,47.1394037,4.9515743,[21097],Course sur route 10 km
La Traversée des Vallées,2024-11-18,2024-11-18,20000,0,,,Normandie,Seine-Maritime,49.7946389,1.105822,"[28000, 11000]",Trail 20 km
Trail des Châtaignes,2024-11-18,2024-11-19,11000,400,,Pas là pour compter les marrons,Île-de-France,Val-d'Oise,48.98339319999999,2.1963723,"[16000, 48000, 32000, 14000]",Le Cani
Marathon International du Beaujolais,2024-11-18,2024-11-18,42195,0,,Ton effort ne sera pas vin !,Auvergne-Rhône-Alpes,Rhône,45.9905344,4.738449999999999,"[13000, 21097, 2500, 7500]",Le Marathon du Beaujolais
Corrida la nocturne Yvetotaise,2024-11-18,2024-11-18,7000,0,,,Normandie,Seine-Maritime,49.617779,0.755212,[],Course Féminine 7 km
Trail Nocturne de Bonnieux,2024-11-18,2024-11-18,25000,0,,Le bonhieur ,Provence-Alpes-Côte d'Azur,Vaucluse,43.829119,5.312693900000001,[12000],Trail 25 km
Marathon International de Deauville,2024-11-18,2024-11-19,10000,0,,Du pain sur les planches ! ,Normandie,Calvados,49.353976,0.075122,"[21097, 21097, 5000, 5000, 900, 42195, 42195, 42195, 42195]",Course sur route 10 km
Urgent Run Paris,2024-11-18,2024-11-18,10000,0,,Des toilettes pour tous,Île-de-France,Paris,48.85837009999999,2.2944813,"[5000, 5000]",Course sur route 10 km
Trail de l'Apocalypse ,2024-11-18,2024-11-18,10000,0,,La plus belle des fins du monde !,Pays de la Loire,Maine-et-Loire,47.47,-0.5599999999999999,[],Trail 10 km
Trail des Truffières,2024-11-18,2024-11-19,11800,340,,"Si t'es champion, appuie sur le champignon !",Auvergne-Rhône-Alpes,Drôme,44.348678,4.768295,"[20600, 27900, 48500]",Augusta Nocturna
Trail des Ducs - Montbéliard,2024-11-18,2024-11-19,120,0,,"Oyez, oyez !",Bourgogne-Franche-Comté,Doubs,47.4932977,6.8205526,"[32000, 13000, 22000]",La Nocturne de la Princesse
La tranchée des loups,2024-11-18,2024-11-18,10000,0,,,Grand Est,Meurthe-et-Moselle,48.573239,6.529186999999999,[18000],Marche 10 km
Grand Week-End Trail,2024-11-18,2024-11-19,14000,0,,Un Lot de bonnes surprises,Nouvelle-Aquitaine,Lot-et-Garonne,44.183198,0.7507469999999999,[26000],Trail de 14 km Nocturne
10 km Le Maine Libre,2024-11-18,2024-11-18,10000,0,,Ladies and Gentle’Maine !,Pays de la Loire,Sarthe,47.9560052,0.2078705,[],Course sur route 10 km
Course des Lumières,2024-11-18,2024-11-18,6000,0,,À toi de briller !,Auvergne-Rhône-Alpes,Ain,46.1185757,4.9549869,[],Course sur route 6 km
Corrida du donjon,2024-11-18,2024-11-18,6500,0,,,Centre-Val de Loire,Loir-et-Cher,47.34320049999999,1.1834576,[],"Course sur route 6,5 km"
Trail de la côte de Jade,2024-11-18,2024-11-19,15000,0,,,Pays de la Loire,Loire-Atlantique,47.160577,-2.1478914,"[11000, 26000]",Trail 15 km
Lourdes-Tarbes,2024-11-19,2024-11-19,21095,0,,La course des miracles,Occitanie,Hautes-Pyrénées,43.091463,-0.045726,[12000],Lourdes-Tarbes
Trail Nocturne en Savès,2024-11-19,2024-11-19,22000,550,,"Oh Marie, si tu Savès !",Occitanie,Haute-Garonne,43.432478,1.045324,[11000],La Castéras
Trail de la butte de Thil,2024-11-19,2024-11-19,9000,270,,,Bourgogne-Franche-Comté,Côte-d'Or,47.385855,4.310193,[17000],Trail 9 km
Trail Émilie,2024-11-19,2024-11-19,8000,0,,Émilie jolie,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.98070300000001,3.088235,"[24700, 10300]",Marche 8 km
Trail de la Croix des Têtes,2024-11-19,2024-11-19,12000,490,,Des souvenirs plein la tête,Auvergne-Rhône-Alpes,Savoie,45.2558678,6.404136599999999,"[21000, 5000]",Trail de 12 km en Solo
Tour du Lac du Val d'Auron ,2024-11-19,2024-11-19,5500,0,,On va Bourger Bourger,Centre-Val de Loire,Cher,47.0821639,2.399205,"[3000, 3000, 11000]","Marche 5,5 km"
Trail des Collines de Giono,2024-11-19,2024-11-19,7000,0,,À la mémoire de Jean ...,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,43.818806,5.795566,"[15000, 24000]",Trail 7 km
Decarun Carolo,2024-11-19,2024-11-19,10000,0,,Direction les Championnats de France !,Grand Est,Ardennes,49.7735236,4.720825,[6500],Course sur route 10 km
Foulée Vénissiane,2024-11-19,2024-11-19,5000,0,,Vénissieux c’est délicieux !,Auvergne-Rhône-Alpes,Rhône,45.699594,4.8844649,"[10000, 21097]",Course sur route 5 km
Trail d'eguzon,2024-11-19,2024-11-19,8000,210,,,Centre-Val de Loire,Indre,46.43818630000001,1.5692119,"[37000, 23000]",Le chemin du savoir
